40774|Sm Gostyń Mleko Gostyńskie Zagęszczone Niesłodzone 7,5% 1 Kg|7.99|PLN|5900691031053|131|7.5|9.4|9.4
62513|Sm Gostyń Mleko Gostyńskie Zagęszczone Niesłodzone 7,5% 200 G|1.99|PLN|5900691031046|131|7.5|9.4|9.4
62522|Sm Gostyń Gostyńskie Mleko Zagęszczone Z Błonnikiem Light 500 G|4.69|PLN|5900691032203|106|4.0|9.9|9.9
62528|Sm Gostyń Mleko Gostyńskie Zagęszczone Słodzone 150 G|3.19|PLN|5900691032111|326|8.0|55.0|55.0
62525|Sm Gostyń Mleko Gostyńskie Zagęszczone Słodzone Kakaowe 150 G|3.19|PLN|5900691032128|309|8.0|52.0|52.0
62527|Sm Gostyń Mleko Zagęszczone Słodzone O Smaku Karmelowym 150 G|3.29|PLN|5900691032142|319|8.0|55.0|55.0
89520|Greek Style Jogurt Naturalny 3,5% Tłuszczu 340 G|3.19|PLN|5906295340621|74|3.5|6.4|6.4
62636|Hochland Ser Kremowy Emmentaler W Plastrach 130 G|3.39|PLN|5902899137513|259|19.0|5.9|5.9
89890|Hochland Kanapkowy Serek Kremowy Z Prażoną Cebulką 130 G|2.89|PLN|5902899139821|201|18.0|5.2|5.2
97064|Hochland Ser Kremowy Śmietankowy 90 G|2.39|PLN|5902899142241|203|15.0|6.0|6.0
62633|Hochland Ser Kremowy Cheddar W Plastrach 130 G|3.39|PLN|5902899137575|266|20.0|5.4|5.4
94920|Hochland Ser Kremowy W Trójkącikach Z Ziołami 180 G|4.89|PLN|5902899141749|238|19.0|6.7|6.7
88029|Hochland Ser Żółty Edamski W Plastrach 135 G|3.99|PLN|5902899140735|338|26.0|0.0|0.0
62658|Hochland Ser Kremowy W Plastrach Z Szynką 130 G|3.39|PLN|5902899137452|266|20.0|4.4|4.4
43230|Jovi Duet Napój Jogurtowy O Smaku Jagoda-Wiśnia 350 G|1.99|PLN|5903767000694|67|0.8|13.0|13.0
88346|Jovi Jogurt Bez Dodatku Cukrów Banan 230 G|2.59|PLN|5903767004289|69|1.6|11.0|11.0
2722|Kerrygold Tradycyjne Masło Irlandzkie 200 G|8.49|PLN|4001954160266|748|82.5|0.7|0.7
40931|Kerrygold Tradycyjne Masło Irlandzkie Solone 200 G|8.49|PLN|4001954160587|725|80.0|0.6|0.6
63032|Kinder Mleczna Kanapka Biszkopt Z Mlecznym Nadzieniem 5 X 28 G|6.69|PLN|40084794|422|27.9|34.0|34.0
100141|Krasnystaw Chłodnik Szefa 370 G|2.59|PLN|5902057004244|50|1.7|5.2|5.2
43484|Krasnystaw Joguś Jogurt O Smaku Poziomkowym 150 G|0.99|PLN|5902057000710|83|2.5|12.5|12.5
43473|Krasnystaw Joguś Jogurt Waniliowy 400 G|2.49|PLN|5902057000826|83|2.5|12.5|12.5
61443|Krasnystaw Kefir 500 G|2.19|PLN|5902057001748|50|2.0|4.7|4.7
61441|Krasnystaw Kefir 1 Kg|3.39|PLN|5902057003285|50|2.0|4.7|4.7
61489|Krasnystaw Maślanka 500 G|1.49|PLN|5902057003841|42|1.0|4.8|4.8
62195|Krasnystaw Seruś Serek Waniliowy Z Jagodami 150 G|1.39|PLN|5902057001038|121|5.0|14.0|14.0
62198|Krasnystaw Seruś Serek Waniliowy Z Malinami 150 G|1.39|PLN|5902057003667|121|5.0|14.0|14.0
571|Krasnystaw Śmietana 18% Homogenizowana 300 G|2.79|PLN|5902057000475|188|188.0|3.9|3.9
12316|Łaciata Śmietanka 30% 500 Ml|6.79|PLN|5900820000455|292|30.0|3.3|3.3
9607|Łaciate Mleko Uht 0,5% 1 L|2.49|PLN|5900820000028|38|0.5|5.0|5.0
