|id|price|ean|wartosci_odzywcze|title
458|93656|4.35 zł|7613036087438|{'Wartość energetyczna ': '57 kcal', 'Tłuszcz ': '0,1 g', 'w tym kwasy tłuszczowe nasycone ': '0,0 g', 'Węglowodany ': '12,4 g', 'w tym cukry ': '10,8 g', 'Błonnik ': '2,3 g', 'Białko ': '0,4 g', 'Sól ': '0,0 g', 'metadata': '100 g'}|Gerber Organic Deserek Gruszka Po 4. Miesiącu 90 G
459|65398|8.49 zł|8594012798144||Giana Hiszpańskie Oliwki Czarne Bez Pestki W Słonej Zalewie 880 G
460|67602|2.79 zł|8594012792128||Giana Sardynki W Sosie Pomidorowym
461|67826|5.99 zł|8595241505350|{'Wartość energetyczna ': '434 kJ / 104 kcal', 'Tłuszcz ': '1,1 g', '- w tym nasycone kwasy tłuszczowe ': '0,5 g', 'Węglowodany ': '0 g', '- w tym cukry ': '0 g', 'Białko ': '23 g', 'Sól': '1,7 g', 'metadata': 'w 100 g odsączonego produktu:'}|Giana Tuńczyk Kawałki W Sosie Własnym 170 G
462|67644|2.05 zł|5903895630985|{'wartość energetyczna ': '559 kJ / 134 kcal', 'tłuszcz ': '7,4 g', 'w tym kwasy tłuszczowe nasycone ': '1,6 g', 'węglowodany ': '7,1 g', 'w tym cukry ': '6,6 g', 'białko ': '8,4 g', 'sól ': '1,45 g', 'metadata': 'Przeciętna wartość odżywcza w 100 g produktu:'}|Graal Sałatka Neptun 130 G
463|104989|3.89 zł|5903895632996|{'wartość energetyczna ': '858 kJ / 206 kcal', 'tłuszcz ': '14 g', 'w tym kwasy tłuszczowe nasycone ': '3,4 g', 'jednonienasycone ': '6,7 g', 'wielonienasycone ': '3,7 g', 'węglowodany ': '5,4 g', 'w tym cukry ': '5,4 g', 'białko ': '14 g', 'sól ': '1,2 g', 'kwasy Omega 3: EPA 800 mg, DHA 1000 mg': '', 'metadata': 'Przeciętna wartość odżywcza w 100 g produktu:'}|Graal Szprot W Pikantnym Sosie Pomidorowym 170 G
464|67554|4.75 zł|5903895010190|{'wartość energetyczna ': '1778 kJ / 431 kcal', 'tłuszcz ': '43 g', 'w tym kwasy tłuszczowe: nasycone': '4 g', 'jednonienasycone ': '11 g', 'wielonienasycone ': '6,8 g', 'węglowodany ': '0,0 g', 'w tym cukry ': '0,0 g', 'białko ': '11 g', 'sól ': '0,34 g', 'witamina D ': '18,00 µg (360%**)', 'witamina B12 ': '12,30 µg (492%**)', 'kwasy Omega 3:': '', 'EPA ': '777,57 mg', 'DHA ': '1228,10 mg', '** % dzienne referencyjne wartości spożycia witamin i składników mineralnych (dla osoby dorosłej).': '', 'metadata': 'Przeciętna wartość odżywcza w 100 g produktu:'}|Graal Winter Szprot Podwędzany W Oleju 170 G
465|99054|7.69 zł|4823096801223||Greenfield Kenyan Sunrise Czarna Herbata Liściasta
466|59202|2.75 zł|5906936555551|{'Wartość energetyczna ': '1378 kJ/ 326 kcal', 'Tłuszcz, w tym:': '1,7 g', '- kwasy tłuszczowe nasycone ': '0,3 g', 'Węglowodany, w tym:': '52,0 g', '- cukry ': '5,6 g', 'Błonnik ': '9,7 g', 'Białko ': '21,0 g', 'Sól ': '0,03 g', '* RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Opakowanie zawiera 10 porcji produktu.': '', 'Zawartość soli wynika wyłącznie z naturalnie występującego sodu.  ': '', 'metadata': 'na 100 g\nw porcji 50 g\n%RWS*'}|Halina Groch Łuskany Połówki 500 G
467|65685|2.55 zł|5906936678786|{'Wartość energetyczna ': '1405 kJ/332 kcal', 'Tłuszcz, w tym:': '1,5 g', '- kwasy tłuszczowe nasycone ': '0,4 g', 'Węglowodany, w tym:': '63,0 g', '- cukry ': '2,3 g', 'Błonnik ': '7,8 g', 'Białko ': '12,0 g', 'Sól ': '0 g', '*RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Opakowanie zawiera 4 porcje produktu.': '', 'metadata': 'na 100 g\nw porcji 50 g\n%RWS*'}|Halina Kasza Bulgur 200 G (2 Torebki)
468|2186|4.69 zł|5906936000112|{'Wartość energetyczna ': '1441 kJ/339 kcal', 'Tłuszcz, w tym:': '1,0 g', '- kwasy tłuszczowe nasycone ': '0,2 g', 'Węglowodany, w tym:': '74,0 g', '- cukry ': '0,6 g', 'Błonnik ': '1,6 g', 'Białko ': '8,2 g', 'Sól ': '0', '*RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Opakowanie zawiera 20 porcji produktu.': '', 'metadata': 'na 100 g\nw porcji 50 g\n%RWS*'}|Halina Ryż Biały Długoziarnisty 1 Kg
469|56747|6.39 zł|5906936000273|{'Wartość energetyczna ': '1441 kJ/339 kcal', 'Tłuszcz, w tym:': '1,0 g', '- kwasy tłuszczowe nasycone ': '0,2 g', 'Węglowodany, w tym:': '74,0 g', '- cukry ': '0,6 g', 'Błonnik ': '1,6 g', 'Białko ': '8,2 g', 'Sól ': '0', '*RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ / 2000 kcal).': '', 'Opakowanie zawiera 20 porcji produktu.': '', 'metadata': 'na 100 g\nw porcji 50 g\n%RWS*'}|Halina Ryż Biały Długoziarnisty 1 Kg (10 Torebek)
470|84462|2.79 zł|9001466310321|{'Wartość energetyczna ': '302 kJ / 72 kcal', 'Tłuszcz ': '1,4 g', ' w tym kwasy tłuszczowe nasycone ': '<0,1 g', 'Węglowodany ': '8,6 g', ' w tym cukry ': '<0,5 g', 'Białko ': '4,0 g', 'Sól ': '0,18 g', 'metadata': 'na 100 g'}|Happy Frucht Ciecierzyca 400 G
471|67303|5.15 zł|5900783008567|{'Wartość energetyczna ': '602 kJ / 142 kcal', 'Tłuszcz ': '0,2 g', ' w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '34 g', ' w tym cukry ': '30 g', 'Białko ': '0,8 g', 'Sól ': '2,4 g', 'metadata': 'w 100 g'}|Heinz American Style Sos Barbecue 250 G
472|84486|5.15 zł|5900783008710|{'Wartość energetyczna ': '1540 kJ/375 kcal', 'Tłuszcz ': '36 g', ' w tym kwasy tłuszczowe nasycone ': '3,1 g', 'Węglowodany ': '12 g', ' w tym cukry ': '9,3 g', 'Białko ': '1,0 g', 'Sól ': '2,1 g', 'metadata': 'w 100 g'}|Heinz American Style Sos Burgerowy 230 G
473|60170|5.09 zł|5900783000455|{'Wartość energetyczna ': '435 kJ / 102 kcal', 'Tłuszcz ': '0,1 g', ' w tym kwasy tłuszczowe nasycone ': '<0,1 g', 'Węglowodany ': '23,2 g', ' w tym cukry ': '22,8 g', 'Białko ': '1,2 g', 'Sól ': '1,8 g', 'metadata': 'w 100 g'}|Heinz Ketchup Łagodny 342 G
474|56479|6.39 zł|8715700420363|{'Wartość energetyczna ': '449 kJ / 107 kcal', 'Tłuszcz ': '0,1 g', ' w tym kwasy tłuszczowe nasycone ': '<0,1 g', 'Węglowodany ': '23,3 g', ' w tym cukry ': '22,8 g', 'Białko ': '1,2 g', 'Sól ': '3,1 g', 'metadata': 'w 100 g'}|Heinz Ketchup Pikantny 570 G
475|89026|7.49 zł|5905617009260|{'Wartość energetyczna ': '1154 kJ / 273 kcal', 'Tłuszcz ': '4,7 g', 'w tym kwasy tłuszczowe nasycone ': '2,8 g', 'Węglowodany ': '51 g', 'w tym cukry ': '51 g', 'Błonnik ': '0 g', 'Białko ': '5,4 g', 'Sól*': '0,17 g', '*Zawartość soli w produkcie wynika wyłącznie z obecności naturalnie występującego sodu.': '', 'metadata': 'w 100 g produktu:'}|Helio Masa Krówkowa Kukułka 400 G
476|87748|7.49 zł|5905617009253|{'Wartość energetyczna ': '1154 kJ / 273 kcal', 'Tłuszcz ': '4,6 g', 'w tym kwasy tłuszczowe nasycone ': '2,7 g', 'Węglowodany ': '52 g', 'w tym cukry ': '51 g', 'Błonnik ': '0 g', 'Białko ': '5,1 g', 'Sól*': '0,17 g', '*Zawartość soli w produkcie wynika wyłącznie z obecności naturalnie występującego sodu.': '', 'metadata': 'w 100 g produktu:'}|Helio Masa Krówkowa O Smaku Advocata 400 G
477|47788|5.85 zł|8718114892818|{'Energia': '2500 kJ/600 kcal', 'Tłuszcz ': '65 g', ' w tym kwasy nasycone ': '6 g', ' jednonienasycone ': '39 g', ' wielonienasycone ': '20 g', 'Węglowodany ': '4,5 g', ' w tym cukry ': '4 g', 'Białko ': '0,8 g', 'Sól ': '1,0 g', 'Omega 3 (ALA)': '5,7 g', '*% referencyjnej wartości spożycia dla przeciętnej osoby dorosłej (8400 kJ/2000 kcal).': '', '**1 porcja = 15 ml.': '', 'Opakowanie zawiera 15 porcji.': '', 'ALA - kwas alfa-linolenowy.': '', 'metadata': '100 ml\nPorcja**\n%* w porcji**'}|Hellmann's Babuni Majonez 225 Ml
478|100060|9.39 zł|8711200398553|{'Energia:': '456 kJ/107 kcal', '- Tłuszcz:': '<0,5 g', '- w tym kwasy nasycone:': '<0,1 g', '- Węglowodany:': '24 g', '- w tym cukry:': '21 g', '- Białko:': '1,2 g', '- Sól:': '1,8 g', '*% Referencyjnej wartości spożycia dla przeciętnej osoby dorosłej (8400 kJ/2000 kcal).': '', '**1 porcja = 15 g.': '', 'Opakowanie zawiera około 56 porcji produktu.': '', 'metadata': '100 g\n1 porcja**\n%* w porcji**'}|Hellmann's Ketchup Łagodny 840 G
479|47790|8.69 zł|8722700844969|{'Energia:': '1187 kJ/280 kcal', 'Tłuszcz: ': '27 g', 'w tym kwasy nasycone: ': '2,3 g', 'jednonienasycone: ': '17 g', 'wielonienasycone: ': '7,7 g', 'Węglowodany: ': '9,1 g', 'w tym cukry: ': '5,5 g', 'Białko: ': '<0,5 g', 'Sól: ': '1,4 g', 'Omega 3 (ALA)': '2,4 g', '*% referencyjnej wartości spożycia dla przeciętnej osoby dorosłej (8400 kJ/2000 kcal).': '', '**1 porcja = 15 ml.': '', 'Opakowanie zawiera 28 porcji.': '', 'ALA - kwas alfa-linolenowy.': '', 'metadata': '100 ml\n1 porcja**\n%* w porcji'}|Hellmann's Majonez Lekki 420 Ml
480|104296|2.90 zł|5901764233145||Herba Max Chleb Krojony Czyste Ziarno Bez Mąki
481|101220|3.99 zł|5900956201238|{'Wartość energetyczna': '621 kJ/146 kcal', 'Tłuszcz ': '<0,5 g', 'w tym kwasy tłuszczowe nasycone': '<0,1 g', 'Węglowodany ': '35 g', 'w tym cukry ': '35 g', 'Białko ': '<0,5 g', 'Sól ': '<0,01 g', 'metadata': 'w 100 g produktu'}|Herbapol Dżem Agrestowy O Obniżonej Zawartości Cukru 280 G
482|69221|3.99 zł|5900956201030|{'Wartość energetyczna ': '610 kJ/144 kcal', 'Tłuszcz ': '<0,5 g', ' w tym kwasy tłuszczowe nasycone': '<0,1 g', 'Węglowodany ': '33 g', ' w tym cukry ': '33 g', 'Białko ': '<0,5 g', 'Sól ': '0,06 g', 'metadata': 'w 100 g produktu'}|Herbapol Dżem Malinowy O Obniżonej Zawartości Cukru 280 G
483|69218|3.99 zł|5900956201023|{'Wartość energetyczna ': '614 kJ/144 kcal', 'Tłuszcz ': '<0,5 g', ' w tym kwasy tłuszczowe nasycone': '<0,1 g', 'Węglowodany ': '34 g', ' w tym cukry ': '34 g', 'Białko ': '<0,5 g', 'Sól ': '0,06 g', 'metadata': 'w 100 g produktu'}|Herbapol Dżem Wiśniowy O Obniżonej Zawartości Cukru 280 G
484|69459|3.99 zł|5900956201054|{'Wartość energetyczna': '598 kJ/141 kcal', 'Tłuszcz ': '<0,5 g', ' w tym kwasy tłuszczowe nasycone': '<0,1 g', 'Węglowodany ': '33 g', ' w tym cukry ': '32 g', 'Białko ': '<0,5 g', 'Sól ': '0,07 g', 'metadata': 'w 100 g produktu'}|Herbapol Dżem Z Czarnych Porzeczek O Obniżonej Zawartości Cukru 280 G
485|45638|4.09 zł|5900956003634|{'Wartość energetyczna ': '3 kJ/1 kcal', 'Tłuszcz ': '0 g', ' w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '0 g', ' w tym cukry ': '0 g', 'Białko ': '0 g', 'Sól ': '0 g', 'metadata': '100 ml\nNapar z 1 saszetki (2,7 g)'}|Herbapol Herbaciany Ogród Herbatka Owocowo-Ziołowa Malina Z Żurawiną 54 G (20 X 2,7 G)
486|45656|2.97 zł|5900956002323|{'Wartość energetyczna ': '2 kJ / 1 kcal', 'Tłuszcz ': '0 g', 'w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '0 g', 'w tym cukry ': '0 g', 'Białko ': '0 g', 'Sól': '0 g', 'metadata': '100 ml\nDzienna porcja produktu (napar z 2 torebek po 2 g)'}|Herbapol Zielnik Polski Herbatka Ziołowa Melisa 40 G (20 X 2 G)
487|81115|3.28 zł|5900956002354|{'Wartość energetyczna ': '2 kJ / 1 kcal', 'Tłuszcz ': '0 g', 'w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '0 g', 'w tym cukry ': '0 g', 'Białko ': '0 g', 'Sól ': '0 g', 'metadata': '100 ml\nDzienna porcja produktu (napar z 3 torebek po 1,5 g)'}|Herbapol Zielnik Polski Herbatka Ziołowa Pokrzywa 30 G (20 X 1,5 G)
488|89093|4.78 zł|5900956005997|{'Wartość energetyczna ': '4 kJ/1 kcal', 'Tłuszcz ': '0 g', 'w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '0 g', 'w tym cukry ': '0 g', 'Białko ': '0 g', 'Sól ': '0 g', 'metadata': '100 ml\nDzienna porcja produktu (napar z 3 torebek 2 g)'}|Herbapol Zielnik Polski Suplement Diety Herbatka Ziołowa Morwa Biała 40 G (20 X 2 G)
489|68593|6.25 zł|9062300107002|{'energia kJ/kcal': '284/68', 'tłuszcz, w tym ': '2,7 g', '- kwasy tł. nasycone ': '0,4 g', '- kwasy tł. jednonienasycone ': '1,5 g', '- kwasy tł. wielonienasycone ': '0,8 g', 'węglowodany ': '7,5 g', '- w tym cukry ': '0,4 g', 'białko ': '3,0 g', 'sól*': '<0,05 g', 'sód ': '<0,02 g', 'kwas alfa-linolenowy (Omega-3)': '0,19 g', '*zawartość soli wynika wyłącznie z obecności naturalnie występującego sodu': '', 'metadata': '100 g\n220 g (1 porcja)'}|Hipp Risotto Z Brokułami I Królikiem Po 7. Miesiącu 220 G
490|66697|6.89 zł|5901752702097|{'Wartość energetyczna ': '1496 kJ / 353 kcal', 'Tłuszcz ': '1,6 g', ' w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '72,5 g', ' w tym cukry ': '0 g', 'Błonnik': '2,1 g', 'Białko ': '11 g', 'Sól ': '0,1 g', 'metadata': 'na 100 g produktu:'}|House Of Asia Chow Mein Makaron 250 G
491|97309|5.85 zł|5901752709461|{'Wartość energetyczna ': '1469 kJ / 346 kcal', 'Tłuszcz ': '0 g', ' w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '79 g', ' w tym cukry ': '0 g', 'Białko ': '7,2 g', 'Sól ': '0,1 g', 'metadata': 'w 100 g suchego produktu:'}|House Of Asia Bezglutenowy Makaron Ryżowy 10 Mm 200 G
492|66459|6.25 zł|5901752706200|{'Wartość energetyczna': '491 kJ/ 119 kcal', 'Tłuszcz': '12 g', ' w tym kwasy tłuszczowe nasycone ': '10 g', 'Węglowodany ': '1,8 g', ' w tym cukry ': '0 g', 'Błonnik ': '0,5 g', 'Białko ': '0,7 g', 'Sól ': '0,13 g', 'metadata': 'w 100 ml produktu:'}|House Of Asia Mleczko Kokosowe 12-14% 400 Ml
493|66696|4.89 zł|5907603458069|{'wartość energetyczna': '1449 kJ/ 341 kcal', 'tłuszcz ': '0,1 g', 'w tym kwasy tłuszczowe nasycone ': '0 g', 'węglowodany ': '84,5 g', 'w tym cukry ': '3,5 g', 'białko ': '0,5 g', 'sól ': '1,0 g', 'metadata': 'na 100 g produktu:'}|House Of Asia Papier Ryżowy Okrągły 100 G
494|73301|17.99 zł|5060065760221||Imaginative Cuisine Balsamico Naturalne Original
495|57894|5.98 zł|4791021918257|{'wartość energetyczna:': '0 (kcal)', 'tłuszcz:': '0 (g)', 'w tym kwasy tłuszczowe nasycone:': '0 (g)', 'węglowodany:': '0 (g)', 'w tym cukry:': '0 (g)', 'sól:': '0 (g)', 'metadata': 'dla 100 g produktu:'}|Impra Tea Royal Elixir Gold Herbata Czarna Liściasta Cejlońska 100 G
496|57895|5.98 zł|4791021006855|{'wartość energetyczna:': '0 (kcal)', 'tłuszcz:': '0 (g)', 'w tym kwasy tłuszczowe nasycone:': '0 (g)', 'węglowodany:': '0( g)', 'w tym cukry:': '0 (g)', 'sól:': '0 (g)', 'metadata': 'dla 100 g produktu:'}|Impra Tea Royal Elixir Knight Herbata Czarna Liściasta Cejlońska 100 G
497|57886|15.89 zł|4791021006848|{'wartość energetyczna:': '0 (kcal)', 'tłuszcz:': '0 (g)', 'w tym kwasy tłuszczowe nasycone:': '0 (g)', 'węglowodany: ': '0 (g)', 'w tym cukry:': '0 (g)', 'sól:': '0 (g)', 'metadata': 'dla 100 g produktu:'}|Impra Tea Royal Elixir Knight Herbata Czarna Ekspresowa Cejlońska 200 G (100 X 2G)
498|65215|12.99 zł|5901154046461|{'wartość energetyczna ': '305 kcal', 'tłuszcz ': '0 g', 'w tym kwasy nasycone ': '0 g', 'węglowodany ': '56 g', 'w tym cukry ': '13 g', 'białko ': '3,8 g', 'sól ': '0,36 g', '100 g rozpuszczalnej cykorii to około 33 porcje napoju.': '', 'metadata': 'w 100 g\nw porcji (3 g)'}|Inka Bio Rozpuszczalna Cykoria 100 G
499|48709|6.35 zł|5901154041749|{'wartość energetyczna ': '1259 kJ/298 kcal', 'tłuszcz ': '0,1 g', 'w tym kwasy nasycone ': '0,1 g', 'węglowodany ': '63 g', 'w tym cukry ': '13 g', 'białko ': '3,5 g', 'sól ': '0,2 g', '': '', 'magnez ': '1235 mg', '*%RWS - referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8400 kJ/2000 kcal).': '', '**DRWS - Dzienne Referencyjne Wartości Spożycia witamin i składników mineralnych (dla osób dorosłych)': '', 'metadata': 'w 100 g \n% RWS* w porcji 5 g\n% RWS* w 100 g'}|Inka Rozpuszczalna Kawa Zbożowa Wzbogacona W Magnez 100 G
500|15925|5.48 zł|5901154041497|{'wartość energetyczna': '1523 kJ/ 360 kcal', 'tłuszcz ': '0,2 g', 'w tym kwasy tłuszczowe nasycone ': '0,1 g', 'węglowodany': '79 g', 'w tym cukry ': '12 g', 'błonnik ': '13 g', 'białko ': '4,8 g', 'sól ': '0,19 g', '* RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8 400 kJ/2 000 kcal)': '', '200 g Inki to około 50 porcji.': '', 'metadata': 'w 100 g produktu\nw porcji (4 g)\n% RWS* w porcji  (4 g)'}|Inka Rozpuszczalna Kawa Zbożowa 200 G
501|80873|3.78 zł|5901154040018|{'wartość energetyczna ': '1523 kJ/ 360 kcal', 'tłuszcz ': '0,2 g', 'w tym kwasy tłuszczowe nasycone ': '0,1 g', 'węglowodany ': '79 g', 'w tym cukry ': '12 g', 'błonnik ': '13 g', 'białko ': '4,8 g', 'sól ': '0,19 g', '*RWS - Referencyjna wartość spożycia dla przeciętnej osoby dorosłej (8 400 kJ/2 000 kcal)': '', '150 g Inki to około 37 porcji.': '', 'metadata': 'w 100 g produktu\nw porcji (4 g)\n% RWS* w porcji (4 g)'}|Inka Rozpuszczalna Kawa Zbożowa 150 G
502|61558|5.69 zł|5907751483944||Irving Herbata Biała Pomarańcza Z Limetką 30 G (20 Torebek)
503|33488|9.99 zł|5907516866074|{'Wartość energetyczna ': '2 kJ / 0,5 kcal', 'Tłuszcz ': '0 g', 'w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '0,1 g', 'w tym cukry ': '0,1 g', 'Błonnik pokarmowy': '0 g', 'Białko ': '0 g', 'Sól ': '0 g', 'metadata': '100 ml naparu'}|Irving Herbata Czarna 200 G (100 Torebek)
504|33486|3.99 zł|5907516866012|{'Wartość energetyczna ': '2 kJ / 0,5 kcal', 'Tłuszcz ': '0 g', 'w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '0,1 g', 'w tym cukry ': '0,1 g', 'Błonnik pokarmowy': '0 g', 'Białko ': '0 g', 'Sól ': '0 g', 'metadata': '100 ml naparu'}|Irving Herbata Czarna 50 G (25 Torebek)
505|81364|4.44 zł|5907516866258|{'Wartość energetyczna ': '3 kJ / 0,6 kcal', 'Białko ': '0 g', 'Węglowodany ': '0,1 g', 'w tym cukry ': '0,1 g', 'Tłuszcz ': '0 g', 'w tym kwasy tłuszczowe nasycone ': '0 g', 'Błonnik pokarmowy': '0,1 g', 'Sól': '0 g', 'Jedna porcja naparu, przygotowana zgodnie z informacjami na opakowaniu, zawiera średnio 14 mg teiny.': '', 'metadata': 'Średnia wartość odżywcza 100 ml naparu'}|Irving Herbata Czarna Malinowa 30 G (20 Torebek)
506|91267|33.99 zł|8711000396209||Jacobs Barista Edition Americano Kompozycja Kawy Rozpuszczalnej I Zmielonych Ziaren Kawy 155 G
507|101659|19.99 zł|8711000897164||Jacobs Barista Editions Smooth & Balanced Kawa Mielona Wolno Palona 400 G
508|102529|1.75 zł|8711000435892|{'Wartość energetyczna ': '1775 kJ/420 kcal', 'Tłuszcz ': '12,0 g', 'w tym kwasy tłuszczowe nasycone ': '11,0 g', 'Węglowodany ': '71,0 g', 'w tym cukry ': '47 g', 'Błonnik ': '4,0 g', 'Białko ': '6,0 g', 'Sól ': '0,22 g', 'metadata': '100 g:'}|Jacobs Cappuccino Choco Rozpuszczalny Napój Kawowy O Smaku Czekolady Milka 18 G
509|98059|11.49 zł|8711000371176||Jacobs Espresso Classico Kawa Mielona W Kapsułkach 52 G (10 Sztuk)
510|81703|19.68 zł|8711000517826||Jacobs Velvet Kawa Rozpuszczalna 200 G
511|15469|1.39 zł|12070||Jagodzianka Wypiek Własny
512|65671|2.69 zł|5906716201180||Jamar Fasolka Czerwona Chrupiąca
513|51950|3.45 zł|5906716203061||Jamar Ocet Fermentacyjny Spirytusowy 1 L
514|104681|13.99 zł|5060170800157||Jamie Oliver Oliwki Zielone Z Pestką
515|57207|3.59 zł|5908267101605|{'wartość energetyczna ': '350 kcal', 'tłuszcz ': '2,2 g', ' w tym kwasy nasycone ': '0,2 g', 'węglowodany ': '70 g', ' w tym cukry': '0,3 g', 'błonnik': '3,1 g', 'białko': '11 g', 'sól': '<0,01 g', 'metadata': 'w 100 g produktu'}|Janex Kasza Jaglana 400 G (4 Torebki)
516|66201|16.49 zł|5902709121015|{'Wartość energetyczna ': '2904 kJ / 702 kcal', 'Tłuszcz w tym': '60 g', 'Kwasy nasycone ': '8 g', 'Węglowodany w tym': '10 g', 'Cukry ': '0,5 g', 'Błonnik ': '9 g', 'Białko ': '26 g', 'Sól ': '115 mg', 'metadata': 'w 100 g'}|Jasmeen Tahini Pasta Sezamowa 400 G
517|104327|6.39 zł|8410667001616||Jolca Oliwki Czarne Bez Pestek
518|10346|0.35 zł|99174||Kajzerka Z Makiem
519|59731|2.25 zł|5900084239622|{'Wartość energetyczna': '757/179 (kJ/kcal)', 'Tłuszcz ': '0 g', ' w tym kwasy tłuszczowe nasycone ': '0 g', 'Węglowodany ': '36 g', ' w tym cukry ': '24 g', 'Białko ': '5,2 g', 'Sól ': '54,2 g', 'metadata': 'Średnia wartość odżywcza w 100 g produktu:'}|Kamis Cytrynowy Łosoś W Ziołach Mieszanka Przyprawowa 18 G
520|59608|1.69 zł|5900084235112||Kamis Czosnek Granulowany 20 G
521|59610|2.59 zł|5900084181013||Kamis Czosnek Kolorowy Mieszanka Przyprawowa 20 G
522|59625|2.35 zł|5900084015011||Kamis Estragon 10 G
523|59619|2.09 zł|5900084006019||Kamis Imbir Mielony 15 G
524|59658|1.69 zł|5900084235174||Kamis Koperek 6 G
525|59676|2.29 zł|5900084079013|{'Wartość energetyczna': '759/182 (kJ/kcal)', 'Tłuszcz': '3,6 g', ' w tym kwasy tłuszczowe nasycone': '0,5 g', 'Węglowodany ': '20 g', ' w tym cukry ': '15 g', 'Białko ': '9,3 g', 'Sól ': '50,5 g', 'metadata': 'Średnia wartość odżywcza 100 g produktu:'}|Kamis Kuchnia Polska Przyprawa Do Dań Z Ziemniaków Mieszanka Przyprawowa 25 G
526|59687|2.29 zł|5900084238168|{'Wartość energetyczna ': '750/178 (kJ/kcal)', 'Tłuszcz ': '0,9 g', ' w tym kwasy tłuszczowe nasycone ': '0,3 g', 'Węglowodany ': '30 g', ' w tym cukry ': '28 g', 'Białko ': '7,5 g', 'Sól ': '48,0 g', 'metadata': 'Średnia wartość odżywcza w 100 g produktu:'}|Kamis Kuchnia Włoska Przyprawa Do Pomidorów Mieszanka Przyprawowa 15 G
527|59685|1.79 zł|5900084188012|{'Wartość energetyczna': '896/213 (kJ/kcal)', 'Tłuszcz': '1,4 g', ' w tym kwasy tłuszczowe nasycone': '0,3 g', 'Węglowodany': '32 g', ' w tym cukry': '30 g', 'Białko': '10 g', 'Sól': '31,5 g', 'metadata': 'Średnia wartość odżywcza w 100 g produktu:'}|Kamis Kuchnie Świata Przyprawa Kuchni Włoskiej Mieszanka Przyprawowa 20 G
528|59147|3.69 zł|5900084229548|{'Wartość energetyczna ': '491/117 (kJ/kcal)', 'Tłuszcz ': '4,1 g', ' w tym kwasy tłuszczowe nasycone ': '0,3 g', 'Węglowodany ': '14 g', ' w tym cukry ': '13 g', 'Białko ': '3,7 g', 'Sól ': '2,2 g', 'metadata': 'Średnia wartość odżywcza w 100 g produktu:'}|Kamis Musztarda Miodowa 185 G
529|59172|3.48 zł|5900084049238|{'Wartość energetyczna ': '388/93 (kJ/kcal)', 'Tłuszcz ': '4,0 g', ' w tym kwasy tłuszczowe nasycone ': '0,2 g', 'Węglowodany ': '7,9 g', ' w tym cukry ': '7,7 g', 'Białko ': '4,4 g', 'Sól ': '2,9 g', 'metadata': 'Średnia wartość odżywcza w 100 g produktu:'}|Kamis Musztarda Sarepska 280 G
530|91065|3.99 zł|5900084258241||Kamis Oregano 18 G
531|59607|1.59 zł|5900084002028||Kamis Papryka Ostra Mielona 20 G
532|59603|2.39 zł|5900084157018|{'Wartość energetyczna': '984/233 (kJ/kcal)', 'Tłuszcz ': '0,6 g', ' w tym kwasy tłuszczowe nasycone ': '0,2 g', 'Węglowodany ': '45 g', ' w tym cukry ': '25 g', 'Białko ': '6,9 g', 'Sól ': '35,2 g', 'metadata': 'Średnia wartość odżywcza w 100 g produktu:'}|Kamis Pieprz Cytrynowy Mieszanka Przyprawowa 20 G
533|59598|2.39 zł|5900084241762||Kamis Pieprz Młotkowany Z Kolendrą Mieszanka Przyprawowa 15 G
534|91067|5.69 zł|5900084258289|{'Wartość energetyczna ': '1003/240 (kJ/kcal)', 'Tłuszcz ': '4,6 g', ' w tym kwasy tłuszczowe nasycone ': '1,4 g', 'Węglowodany ': '31 g', ' w tym cukry ': '3,9 g', 'Białko ': '9,0 g', 'Sól ': '19,8 g', 'metadata': 'Średnia wartość odżywcza w 100 g produktu:'}|Kamis Pieprz Ognisty 70 G
535|59670|1.69 zł|5900084190305|{'Wartość energetyczna': '822/198 (kJ/kcal)', 'Tłuszcz': '7,2 g', ' w tym kwasy tłuszczowe nasycone': '1,2 g', 'Węglowodany': '14 g', ' w tym cukry': '13 g', 'Białko': '9,8 g', 'Sól': '46,0 g', 'metadata': 'Średnia wartość odżywcza w 100 g produktu:'}|Kamis Przyprawa Do Kurczaka Po Węgiersku Mieszanka Przyprawowa 25 G
